year,statement
2007,"The bill passed the Senate on September 28, 2006, and the House of Representatives the following day.^^^ On November | , 2006, when Abd Kadi al-Iraqi was rendered to CIA custody, the draft Executive Order and an updated OLC memorandum had not yet been prepared.^^^ AlthoughAbdal-Hadial-Iraqiwasconsistentlyassessedasbeingcooperative, CIA Comments on the February 2007 ICRC Report on the Treatmentof Fourteen ""High Value Detainees"" in CIACustody."
2007,"AtaCommitteeHearingonApril12,2007,CIADirectorHaydenemphasizeddiecloserelationship tlieCIAhadwiththelCR^^I^eliev^urcontactswiththeICRChavebeenveryuseful."
2007,"(See SSCI Hearing Transcript,datedApril12,2007(DTS#2007-3158)."
2007,"See document entitled, ""CIA Comments on the Febmary 2007 ICRC Report on the Treatment of Fourteen 'High Value Detainees' in CIA Custody."""
2007,"6361 Page 161 of 499 UNCLASSIFIED ?TOP SECRET// //NOFQRN UNCLASSIFIED interrogators also believed he was withholding information on operational plots and the locations ofhigh-value targets.^^^ The CIA believed his February 2007 supported this conclusion,prompting discussions at CIA Headquarters about the possible use of the CIA's enhanced interrogation techniques against him."
2007,"The CIA Develops Modified Enhanced Interrogation Program After Passage of the Military Commissions Act Iri the spring of 2007, the OLC completed a draft of a legal opinion concluding that the use of the CIA's seven proposed enhanced interrogation techniques—sleep deprivation, nudity, dietary manipulation, facial grasp, facial slap, abdominal slap, and the attention grab—would be consistent with the requirements of Common Article 3 of the Geneva Conventions and the Military Commissions Act."
2007,"1703 (040918Z DEC 06) (Q81606ZJAN07);^^1^1956(15121IZJAN07); 2065 (081633Z FEB 07) ^^""Ei^lTom: ICTC/LGL; to; H H I I ; subject: What needs to occur before we ask for EITs on 07); date: February 9, 2007."
2007,"February 9, 2007, letter from John B. Bellinger III, Legal Adviser, Department of State, to Steven G. Bradbury, ActingAssistantAttorneyGeneral,OfficeofLegalCounsel,DepartmentofJustice."
2007,AnApril 2007 Sametime communication between the chief of CTC and another senior CIA leader described these disagreements and how CIA leadership responded to them.
2007,had a long talk Page 162 of 499 UNCLASSIFIED KU' 'iM III imi niiii 1340 (041114ZNOV 06); 1574 (230910Z NOV 06); 1860(181622Z DEC 06); 2007 (251057Z JAN 07).
2007,"; HEADQUARTERS Chief, REDACTED], (272015Z FEB Chief, [ ?UNCLASSIFIED TOP SECRET// //NOFORN 2007, in an effort to gain Secretary Rice's support, the CIA asked CIA contractors SWIGERT and DUNBAR to brief Secretary Rice on the CIA's inten'ogation program."
2007,"AccordingtoCIArecords,inearlyJuly2007,afterthecaptureofMuhammad Rahim, Secretary Rice indicated that she would not concur with an interrogation program that included nudity, but that she would not continue to object to the CIA's proposed interrogation program if it was reduced to six of the enhanced inteiTogation techniques listed in the draft OLC memorandum: (1) sleep deprivation, (2) dietary manipulation, (3) facial grasp, (4) facial slap, (5) abdominal slap, and (6) the attention grab.^^'^ 5."
2007,"Muhammad Rahim, the CIA's Last Detainee, is Subjected to Extensive Use of the CIA's Enhanced Interrogation Techniques, Provides No Intelligence On June 25, 2007, al-Qa'ida facilitator Muhammad Rahim was capturedinPakistan.^^^ BasedonreportsofdebriefingsofRahiminforeigngovernmentcustody and other intelligence, CIA personnel assessed that Rahim likely possessed information related to the location of Usama bin Laden and other al-Qa'ida leaders.^^^ On July 3, 2007, Acting CIA General Counsel John Rizzo informed Acting Assistant Attorney General Steven Bradbury that the CIA was anticipating a ""new guest,"" and that the CIA ""would need the signed DOJ opinion 'in a matterof days."
2007,"'""^^^ Muhammad Rahim was rendered to CIA custody at DETENTION SITE BROWN in Country | on B 2007."
2007,"Referring to a CIA leadership meeting that day in which the Committee's April 12, 2007, hearing would be discussed, B H H H stated that: ""I want to take that [criticism] on by letting all know how importan [sic] this [hearing] is... and what the leaderships [sic] position is from hayden, kappes and jose... in case there is some corrosive, bullsliit mumbling and rumblings amongcon^^ - ""componenT^^ of which i am seeing."""
2007,"; subject: EIT briefing for SecState on June 22, 2007; date: June 22, 2007; July 3, 2007, Steven Bradbury, Handwritten Notes, ""John Rizzo""; email from: John A. Rizzo; to: cc: [REDACTED], [REDACTED]; subject: Conversation with Bradbury; date: July 3,2007."
2007,"995 1 1199 (251634ZJUN 07); 6439 7516 CIAmemorandumtitled,CTC/RDGPlanningforPossibleRenditionofMohammedRahim- 19June2007."
2007,"A subsequent version, with identical text, was titled CTC/RDG Planning for Possible Rendition of Mohammad Raliim - 25 June 2007."
2007,"Email from: John A. Rizzo; to: Bradbury; date: July 3,2007."
2007,"Aclassified legal opinion from OLC concluding that the use of the CIA's six enhanced interrogation techniques proposed for use on Rahim (sleep deprivation, dietary manipulation, facial grasp, facial slap, abdominal slap, and the attention grab) did not violate applicable laws was issued on July20,2007."
2007,"""'^®^ Pour CIA interrogators present at the CIA detention site began applyingtheCIA'senhancedinterrogationtechniquesonJuly21,2007.^®""'^ AccordingtoCIA records, the interrogators ""employed interrogation measures of facial slap, abdominal slap, and facial hold, and explained to [Rahim] that his assumptions of how he would be treated were wrong."
2007,"""^®®^ Accordingtothecabledescribingthe interrogation, Rahim then threatened to fabricate information: ""[Rahim] reiterated several times during the session that he would make up information if interrogators pressured him, and that he was at the complete 1000 j^jiy 2007, letter from Michael Hayden, Director of the Central Intelligence Agency, to President George W. Bush; Executive Order 13440, July 20, 2007; and Memorandum for John A. Rizzo, Acting General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Acting Attorney General, Office of Legal Counsel, July 20, 2007, Re: Application of the War Crimes Act, the Detainee Treatment Act, and Common Article 3 of the Geneva Conventions to Certain Techniques that May Be Used by the CIA in the Intenogation of High Value al Qaeda Detainees."
2007,"CIA memorandum titled, ""CTC/RDG Planning for Possible Rendition of Mohammed Rahim - 19 June 2007."""
2007,"A subsequent version, with identical text, was titled ""CTC/RDG Planning for Possible Rendition of Mohammad Rahim - 25 June 2007."""
2007,"For example, a July 27, 2007, cable from the CIA detention site states that when Rahim showed a willingness to engage in questioning about ""historical information,"" he was ""provided a large towel to cover his torso"" as a ""subtle reward."
2007,"OnAugust20,2007,Rahimwassubjectedtoafourthsleepdeprivation session."
2007,"Between August 28, 2007, and September 2,2007^ahim was subjected to three additional sleepdeprivationsessionsof32.5hours,12hours,and12hours."
2007,"As described, CIA interrogators conducted an eighth sleep deprivation session, lasting 138.5 hours, in November 2007."
2007,"2554 (071453Z AUG 07) 2671 (061450Z SEP 07) 2554 (071453Z AUG 07) 2644 (281606Z AUG 07); 2662 (020738Z SEP 07); 2615 (201528Z AUG 07) 2496 (261834ZJUL 07); 2554 (071453Z AUG 07); 2626 (241158Z AUG 07); 2654 (301659Z AUG 07); 2666 (030722Z SEP 07); 2467(211341ZJUL07) Rahim was subjected to 104.5 hours of sleep deprivation from July 21, 2007, to July 25, 2007."
2007,"CIA contractor DUNBAR participated inMuhammad Rahim's interrogation sessions from August 9, 2007, to August 29, 2007."
2007,"11 III I I I i i i i i i i Page 165 of 499 UNCLASSIFIED ?TOP SECRET// //NOFORN UNCLASSIFIED On September 8, 2007, CIA Director Hayden approved an extension of MuJiammad Rahim's CIA detention The Director of the National Clandestine Service Jose Rodriguez disagreed with the approved extension, writing: ""I did not sign because I do not concur with extending Rahim's detention for another 60 days."
2007,"""^^^^ Shortly after the September 2007 extension, CIA personnel were directed to stop the use of the CIA's enhanced interrogation techniques on Rahim."
2007,"On September 10, 2007, Rahim's interrogators reported to CIA Headquarters that Rahim had ""demonstrated that the physical coiTective measures available to HVDIs^'^'^ have become predictable and beaiable."
2007,"""^^^^ The use ofthe CIA's enlianced interrogation techniques on Rahim resumed on November 2, 2007, with a sleep deprivation session that lasted until November 8, 2007,foratotalof138.5hours."
2007,"According to CIA records, intermittent questioning of Rahim continued until December 9, 2007, when all questioning of Rahim ceased for nearly three weeks."
2007,"These new proposals included suggestions that Rahim could be told that audiotapes of his interrogations might be passed to his family, or that CIA memorandum from Director, Counterterrorism Center, to Director, Central Intelligence Agency, September 7, 2007, Subject: Request to Extend Detention of Muhammad Rahim."
2007,"CIA Routing and Record Sheet with Signatures for approval of the Memorandum, ""Request to Extend Detention ofMuharrnm^Rahim,""September5,2007."
2007,"1016 2697 (121226Z SEP 07); CIA memorandum from Director, Counterterrorism Center, to Director, Central Intelligence Agency, October 31, 2007, Subject: Request Approval for the use of Enhanced InteiTOgation Techniques; HEADQUARTERS I H I (101710 SEP 07)."
2007,"(See email from: Grayson SWIGERT; to: [REDACTED] and IHIIII^HIi; cc: H U B H i H Hammond DUNBAR; subject: Some thoughts on [Rahim] interrogation nextsteps;date:September17,2007,at4:05PM.)"
2007,"See email from [REDACTED] to: |H|^^Hccj[REDACrcD], Grayson SWIGERT, Hammond DUNBAR, [REDACTED]7||||||[|^^ [REDACTED]; subject: Fw: Some thoughts on [Rahim] interrogation next steps; date: September 17, 2007, at 4:28 PM."
2007,"Duetothetimezonedifference, when this sleep deprivation session began it was November 2, 2007, at CIA Headquarters, but November 3, 2007, at thedetention site."
2007,"On December 18, 2007, CIA Headquarters directed the detention site to stand down on the proposals."
2007,"'^^^^"" By 2OO6, the value of the base contract for their company, with all options exercised, was in excess of$180 million.As ofMay 2007, Company Yhad hired | former CIA staff officers, many of whom had previously been involved with the CIA's Detention and Interrogation Program."
2007,"In May 2007, the CIA reported that the denials of KSM and another detainee, combined with conflicting reporting from other detainees, added to the CIA's belief that Abu Ahmad al-Kuwaiti was a significant figure.^^^""^ The CIA detainee who provided the most accurate ""Tier 1"" information linking Abu Ahmad al-Kuwaiti to UBL, Hassan Ghul, provided the information priortobeingsubjectedtotheCIA'senhancedinterrogationtechniques.^^^^ HassanGhulwas captured on January 2004, by foreign authorities in the Iraqi Kurdistan R e g i o n ."
2007,"for example, [Company Y] Monthly report, Febioiary 2006; [Company Y] Monthly Report, March 2006; [Company Y] Quarterly, 01 Jan - 31 March 2007."
2007,"Through use of during the Ghul the High-Value Detainee Interrogation (HVDI) Techniques,"" (4) CIA briefing document dated May 2, 2006, entitled, ""BRIEFING FOR CHIEF OF ST AFF TO THE PRESIDENT 2 May 2006 Briefing for Chief of Staff to the President Josh Bolten: CIA Rendition, Detention and Interrogation Progiams,"" (5) CIA classified Statement for the Record, Senate Select Committee on Intelligence, provided by General Michael V. Hayden, Director, Central Intelligence Agency, 12 April 2007 (DTS #2007-1563), and accompanying Senate Select Committee on Intelligence hearing transcript for April 12, 2007, entitled, ""Hearing on Central Intelligence Agency Detention and Interrogation Program"" (DTS #2007-3158), iind (6) CIA Briefing for Obama National Security Team - ""Renditions, Detentions, and Interrogations (RDI)"" including ""Tab 7,"" named ""RDG Copy- Briefing on RDI Program 09 Jan. 2009, "" prepared ""13 January 2009."""
2007,"In March 2006, a list of projected staff and contractors within CIA's Renditions and Detention Group included separate positions.Of those | positions, H [73%] were for contractors, the majority ofwhom were contractors from Company gy 2007, RDG reported having | staff officers and contractors."
2007,"TheCIAagreedtoa$5million indemnification contract for the company that covered, among other expenses, criminal prosecution.^""^' Company Y hired a prominent law firm for representation in 2007,'®^^ and billed the CIA $1.1 million for legal expenses from 2007 through 2012 per its indemnification agreement."
2007,"2203 the Facilitator (information on June 25, 2002 [prior to CIA custody]; CIA custo^ January | , 2004), Ammar al-Baluclii (information on May 6, 2003 [prior to CIA custody]; CIA custody Mayj||, 2003), Ahmed Ghailani (infonnation on August 1, 2004 [prior to CIA custody]; CIA custody September 2004), Sharif al-Masri (information on September 16, 2004 [prior to CIA custody]; CIA custody September 2004), and Muhammad Rahim (infonnation on July 2, 2007 [prior to CIA custody]; CIA custody July 2007)."
2007,"June 4, 2007, RDG, Mission Summary."
2007,"Email from: [REDACTED], CTC^M; to: Hammond DUNBAR, Grayson SWIGERT; cc: [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]; subject: Copy of Signed IndemnificationAgreemen^ date: July 13, 2007, at 02:22 PM; email from: [REDACTED], Chief, Contract Law Division; to: cc: [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED],[REDACTED];subject:Fw:ModifiedIndemnificationAgmt... NewAR7-17WaiverMemo, Too?"
2007,"; date: November 13, 2007, at 10:32 AM."
2007,"Email from: [REDACTED]; to: subject: Billing, May-December 2007; date: August 12, 2008, at 06:42 PM."
2007,"'^^ AFebruary2007reportfromtheInternationalCommitteeoftheRedCross (ICRC), which the CIA acting general counsel initially stated ""actually does not sound that far removed from the r e a l i t y w a s also criticized."
2007,"The CIA's Detention and Interrogation Program Ends (U) OnDecember5,2007,fewerthanninemonthsafterDirectorHaydentoldtheEuropean Union that the CIA's Detention and Interrogation Program was not a CIA program, but ""America's program,"" the House-Senate conference for the Fiscal Year 2008 Intelligence Authorization Act voted to include an amendment that banned coercive interrogation techniques and established the Army Field Manual on Human Intelligence Collector Operations as the interrogation standard for all U.S. government i n t e r r o g a t i o n s ."
2007,"From 2002 to 2007, the Office of Legal Counsel (OLC) within the Department of Justice relied on CIA representations regarding: (1) the conditions of confinement for detainees, (2) the Page 4 of 19 UNCLASSIFIED Kli 'iM III 1 ?UNCLASSIFIED application of the CIA's enhanced interrogation techniques, (3) the physical effects of the techniquesondetainees,and(4)theeffectivenessofthetechniques."
2007,"CIA Director Hayden prepared a statement that relayed, ""despite what you have heard or read in a variety of public fora, these [enhanced interrogation] techniques and this program did 1042 d i r e c t o r 1111111 (152227Z MAR 07); House Report 110-478 - Intelligence Authorization Act for Fiscal Year 2008, 110""^ Congress (2007-2008), Section 327."
2007,"WhiletheOfficeofLegal Counsel found otherwise between 2002 and 2007, it is my personal conclusion that, under any common meaning of the term, CIA detainees were tortured."
2007,"2082 passed the House of Representatives on December 13, 2007, by a vote of 222-197 (Roll No: 1160) and passed the Senate on February 13,2008, by a vote of 51-45 (Record Vote Number: 22)."
2007,"This action marked the culmination of a monumental effort that officially began with the Committee's decision to initiate the Study in March 2009, but which had its roots in an investigation into the CIA's destruction of videotapes of CIA detainee interrogations that began in December 2007."
2007,"(2)CIArepresentationsinthe Department of Justice Office of Legal Counsel Memorandum dated July 20, 2007, which also relied on CIA representations on the type of intelligence acquired from the use of the CIA's enhanced interrogation techniques."
2007,"{SeeMemorandumforJohnA.Rizzo,ActingGeneralCounsel,Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, July 20, 2007, Re: Application of the War Crimes Act, the Detainee Treatment Act, and Common Article 3 of the Geneva Conventions to Certain Techniques that May Be Used by the CIA in the Interrogation of High Value al Qaeda Detainees.)"
2007,"Senate Select Committee on Intelligence, provided by General Michael V. Hayden, Director, Central Intelligence Agency, 12 April 2007, and accompanying Senate Select Committee on Intelligence hearing transcript, entitled, ""Hearing on Central Intelligence Agency Detention and Interrogation Program."""
2007,"(16) CIA fax from CIA employee [REDACTED] to U.S. Senate Committee on Appropriations, Subcommittee on Defense, with fax cover sheet entitled, ""Talking points,"" sent on October 26, 2007, at5:39:48PM,entitled, ""Talking Points Appeal ofdie $|H Million reduction in CIA/CTC's Rendition and Detention Program."""
2007,"(17) ""DCIA Talking Points: Waterboai'd 06 November 2007,"" dated November 6,2007,withthenotationthedocumentwas""senttoDCIANov.6inpreparationforPOTUSmeeting."""
2007,"2203 the Facilitator (information on June 25, 2002 [prior to CIA custody]; CIA custo^ January | , 2004), Ammar al-Baluclii (information on May 6, 2003 [prior to CIA custody]; CIA custody Mayj||, 2003), Ahmed Ghailani (infonnation on August 1, 2004 [prior to CIA custody]; CIA custody September 2004), Sharif al-Masri (information on September 16, 2004 [prior to CIA custody]; CIA custody September 2004), and Muhammad Rahim (infonnation on July 2, 2007 [prior to CIA custody]; CIA custody July 2007)."
2007,"See also CIA representations detailed in OLC memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 30, 2005, Re: Application of United States Obligations Under Article 16 of the Convention Against Torture to Certain Techniques that May Be Used in the Interrogation of High Value al Qaeda Detainees; and OLC memorandum for John A. Rizzo, Acting General Counsel, Central Intelligence Agency, from Steven G. Bradbuiy, Principal Deputy Assistant Attorney General, Office of Legal Counsel,July 20, 2007,Re: Application of the War Crimes Act, the DetaineeTreatment Act, and Common Article 3 of the Geneva Conventions to Certain Techniques that May Be Used by the CIA in the Interrogation of High Value al Qaeda Detainees."
2007,"The CIA took custody of only six new detainees between 2005 and January 2009: four detainees in 2005, one in 2006, and one—the CIA's final detainee, Muhammad Rahim—in 2007.^^^ I"" 2004, CIA detainee^ere beingheldinUirc^oui^^ at DETENTION SITE BLACK in Country | , at the^Ifacility in Country I, as well as atdetention facilities in Country DETENTION SITE VIOLET in Country | opened in early 2005."
2007,"""^In one example, a U.S. militaiy legal ; email dated November | , 2002, from CIA interrogator with tlie subject line, ""Another example of field interrogation ALEC (2003-7402-IG), 27 April 2005, p. 23 (DTS #2005- TOP SECRET// ^/NOFORN SENA TOR LEVIN: SSCI staff document, ""Summaiy Notes of the Februaiy 14, 2007 ICRC Report""] ""Prolonged sti'ess standing position, naked, armed chained above the head [?]"
2007,"See section of this summary addressing representations to the Department of Justice, as well as Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Interrogation of al Qaeda Operative; Memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant AttorneyGeneral,OfficeofLegalCounsel,May30,2005,Re: ApplicationofUnitedStatesObligationsUnder Article 16 of the Convention Against Torture to Certain Techniques that May be Used in the Interrogation of High Value Al Qaeda Detainees; and Memorandum for John A. Rizzo, Acting General Counsel, Centi-al Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, July 20, 2007, Re: Application of the War Crimes Act, the Detainee Treatment Act, and Common Article 3 of the Geneva Conventions to Certain Techniques that May be Used by die CIA in the Interrogation of High Value Al Qaeda Detainees."
2007,"""^^^ The case of Hamdan v. Rumsfeld prompted the OLC to withdraw a draft memorandum on the impact of the Detainee Treatment Act on the CIA's enhanced interrogation techniques.^^® The CIA did not use its enhanced inten-ogation techniques again until July 2007, by which time the OLC had interpreted the Military Commissions Act, signed by the president on October 17, 2006, in such a way as to allow the CIA to resume the use of the techniques.^^^ N. The Final Disposition of CIA Detainees and the End of the CIA's Detention and Interrogation Program L President Bush Publicly Acknowledges the Existence ofthe CIA's Detention and Interrogation Program After significant discussions throughout 2006 among the National Security Council principals, the Department of Defense ultimately agreed to accept the transfer of a number of CIA detainees to U.S. military custody (U) On September 6, 2006, President George W. Bush delivered a public speech acknowledging that the United States had held al-Qaida operatives in secret detention, stating that the CIA had employed an ""alternative set of procedures"" in interrogating these detainees, and describing information obtained from those detainees while in CIA c u s t o d y A s described later in this summary, the speech, which was based on CIA information and vetted by the CIA, contained CIA memorandum from tlie CIA's Office of General Counsel, circa June 2006, entitled, ""Hamdan v."
2007,"""^^^^ In October 2007, in light of the ongoing threat reporting related to Camp Lemonier, CIA officer attempted to explain the CIA-validated statement in the president's September 6, 2006, speech that ""[tjerrorists held in CIA custody ""helped stop the planned strike on U.S. Marines at Camp Lemonier in Djibouti."
2007,"CIA document, dated March 4, 2005, entitled, ""Briefing for Vice PresidentCheney: CIA Detention and Interrogation Program""; CIA document, dated May 2, 2006, entitled, BRIEFING FOR CHIEF OFSTAFF TOTHE PRESIDENT 2 May 2006Briefing for Chief of Staff to the President Josh Bolten: CIA Rendition, Detention and InteiTogation Programs; CIA document entitled, ""DCIA Talking Points: Waterboard 06 November 2007,"" dated November 6, 2007, with the notation die document was ""sent to DCIA Nov. 6 in preparation for POTUS meeting""; and CIA Briefing for Obama National Security Team- ""Renditions, Detentions, and Interrogations (RDI)"" including ""Tab 7,"" named ""RDG Copy- Briefing on RDI Program 09 Jan. 2009,"" prepared ""13 Januaiy 2009."""
2007,Hassan Ghul was transfeire^^CIAcustody^ August 2006jGhulwasrenderedto^^H||IOnMa^Hj2007^^ released^^^^HPI^^H^^H^Hass^Ghul^^H[^^^^^HHP^^^^^HH|||||||im||||||H^ See 2441 HEADQUARTERS HEADQUA^RsHH^^^^^BI; 173426 IIHIHIIB^IHrand Committee Notification from the CIA dated (DTS #2012-3802).
2007,"""^^^^ In addition, on February 17, 2007, the deputy chief of the Department in CTC, testified to the Senate Select Committee on Intelligence that Abu Zubaydah ""led us to Ramzi bin al-Shibh, who in kind of [sic] started the chain of events"" that led to the capture of KSIVI.^^^' See from: to; Mark Mansfield, Gimigliano, and others; subject: ""Questions about Abu Zubaydah's Identification of KSM as 'Muklitar'""; date: September 7, 2006."
2007,"'^'^''Among otherdocuments, see\ (1)CIAtestimony totheSenate Select Conunittee onIntelligence (SSCI) on April 24, 2002, regarding Abu Zubaydali's initial intenogation; (2) CIA written answers to Committee Questions for the Record, dated August 15,2002, regarding results of Abu Zubaydah's interrogations; (3) CIA testimony to SSCIon September 5, 2002, regarding covert detention facilities and results of Abu Zubaydah's interrogation; (4) CIA cable documenting September 27, 2002, briefing to Chairman Bob Graham and Vice Chainnan Richard Shelby and their staff directors regarding the CIA's enhanced interrogation techniques in the intenogations of Abu Zubaydah; (5) CIA Memorandum for the Record documenting February 4, 2003, briefing to SSCI Chairman Pat Roberts and CommitteestaffdirectorsregardingtheCIA'sDetentionandInterrogationProgram; (6)CIAtestimonytoSSCIon March5,2003,regardingthecaptureandinitialinterrogationofKSM; (7)CIAwitnesstestimonytoSSCIon March 19,2003, regarding KSM's inten:ogation; (8) CIA witness testimony to SSCI on April 1, 2003, regarding KSM's capture; (9) April 3, 2003, Intelligence Community Terrorist Threat Assessment regarding KSM threat reporting, entitled ""Klialid Shaykh Muhammad's Threat Reporting—Precious Tmths, Sunounded by a Bodyguard ofLies,""providedtotheSSCIonApril7,2003; (10)CIAtestimonytoSSCIonApril30,2003,regardingdetainee reporting; (11)CIAtestimonytoSSCIonJune25,2003,regardingKSMintenogation; (12)CIAtestimonyto SSCI on July 30j2003^reear^g CIA detainee threat reporting; (13) CIA testimony to SSCI on September 3, 2003, regarding ^'^^^'^orities, including CIA detention authorities; (14) CIA prepared briefing for Chairman Pat Roberts and Vice Chainnan John D. Rockefeller IV entitled, ""CIA Interrogation Program: DDO TalkingPoints,04September2003""; (15)CIAwitnesstestimonytoSSCIonMay12,2004,regardingCIArolein abusesatAbuGhraibprison; (16) SSCIstaffnotesforJuly15,2004,CIAbriefingtoChairmanPatRobertsand Vice Chairman John D. Rockefeller IV regarding the status of the CIA intenogation prograjii; (17) CIA testimony toSSCIonSeptember13,2004,regardingCIAandtheabusesatAbuGhraibprison; (18)Hand-writtennotesof ViceChairmanJohnD.RockefellerIVrecordingabriefingbyJoseRodriguezonMarch7,2005; (19)CIA Memorandum for the Record, Subject: Sensitive Issue -Counterterrorism, October 31, 2005, regarding briefing for Senate Majority Leader Bill Frist regarding the Detainee Treatment Act, and email exchanges between John Rizzo, lll^^llllllll^, subject: ""Re: Immediate Re; Sen. Frist required for briefing on impact of McCain Amendment""; date: October 31, 2005, and associated records concerning CIA briefings for Senators John McCain, Tliad Cocluan, Ted Stevens, and John Cornyn; (20) SSCI Memorandum for die Record, March 8, 2006, documenting CIA briefing of March 7, 2006, to staff on status of the CIA's Detention and Interrogation Program; (21) CIA Director Porter Goss testimony to the SSCI on March 15, 2006, regarding the status of the CIA's DetentionandInterrogationProgram; (22)CIADirectorMichaelHaydentestimonytotheSSCIonSeptember6, 2006, regarding the CIA's Detention and Intenogation Program, prior to Senate consideration of the Military Commissions Act of 2006; (23) CIA Director Michael Hayden testimony to the SSCI on November 16, 2006, regarding the CIA's Detention andInterrogation Program, following passage of the Military Commissions Actof 2006; (24) CIA DirectorMichael Hayden testimony to theSSCIon April 12,2007,regarding the CIA's Detention and Intenogation Program and a report of the International Committee of the Red Cross; (25) CIA fax from CIA employee [REDACTED] to U.S. Senate Committee on Appropriations, Subcommittee on Defense, with fax cover sheetentitled,""Talkingpoints,""sentonOctober26,2007,at5:39:48PM."
2007,"See also CIA representations detailed in OLC memorandum for John A. Rizzo, Senior Deputy General Counsel, Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 30, 2005, Re: Application of United States Obligations Under Article 16 of the Convention Against Torture to Certain Techniques that May Be Used in the Interrogation of High Value al Qaeda Detainees; and OLC memorandum for John A. Rizzo, Acting General Counsel, Central Intelligence Agency, from Steven G. Bradbuiy, Principal Deputy Assistant Attorney General, Office of Legal Counsel,July 20, 2007,Re: Application of the War Crimes Act, the DetaineeTreatment Act, and Common Article 3 of the Geneva Conventions to Certain Techniques that May Be Used by the CIA in the Interrogation of High Value al Qaeda Detainees."
2007,"WhiletheOfficeofLegal Counsel found otherwise between 2002 and 2007, it is my personal conclusion that, under any common meaning of the term, CIA detainees were tortured."
2007,"{SeeMemorandumforJohnA.Rizzo,ActingGeneralCounsel,Central Intelligence Agency, from Steven G. Bradbury, Principal Deputy Assistant Attorney General, Office of Legal Counsel, July 20, 2007, Re: Application of the War Crimes Act, the Detainee Treatment Act, and Common Article 3 of the Geneva Conventions to Certain Techniques that May Be Used by the CIA in the Interrogation of High Value Page 302 of 499 UNCLASSIFIED I (II M U M ?TOP UNCLASSIFIED As an example, in a bnefing prepared for the president's chief of staff, Josh Bolten, on May 2, 2006, the CIA represented that the ""[u]se of the DOJ-authorized enhanced interrogation techniques, as part of a comprehensive interrogation approach, has enabled us to disrupt terrorist plots, capture additional terrorists, and collect a high volume of critical intelligence on al-Qa'ida."
