serial,opeid,institution,address,city,state,zip,repayment_borrowers,default_borrowers,default_rate,borrower_default_count_240,principal_outstanding_240
1873,466100,Hampshire College,893 West Street,Amherst,MA,01002-3359,2,0,0%,2,3172
1874,215500,Harvard University,Massachusetts Hall,Cambridge,MA,02138-3800,1221,50,4.10%,402,2842219
1882,632400,Laboure College,2120 Dorchester Avenue,Boston,MA,02124-5698,35,8,22.86%,73,117775
1883,215800,Lasell College,1844 Commonwealth Avenue,Newton,MA,02466-2716,50,12,24.00%,65,120291
6284,633100,Lawrence Memorial Hospital School of Nursing,170 Governors Avenue,Medford,MA,02155-1643,26,4,15.38%,15,29147
1886,216000,Lesley University,29 Everett Street,Cambridge,MA,02138-2790,93,18,19.35%,194,372781
1895,216500,Mass. College of Pharmacy & Health Sciences,179 Longwood Avenue,Boston,MA,02115-5804,167,10,5.99%,89,175953
1893,218000,Massachusetts College of Art and Design,621 Huntington Avenue,Boston,MA,02115-5803,101,26,25.74%,172,297554
1916,218700,Massachusetts College of Liberal Arts,375 Church Street,North Adams,MA,01247-4100,92,3,3.26%,165,222325
1897,217800,Massachusetts Institute of Technology,77 Massachusetts Avenue,Cambridge,MA,02139-4307,618,13,2.10%,82,668752
1901,212000,Merrimack College,315 Turnpike Street,North Andover,MA,01845-5800,211,20,9.48%,300,1077586
1902,993600,Middlesex Community College,Springs Road,Bedford,MA,01730-1197,77,11,14.29%,173,232515
1903,219200,Mount Holyoke College,50 College Street,South Hadley,MA,01075-1492,181,16,8.84%,214,550243
1894,216400,New England College of Optometry (The),424 Beacon Street,Boston,MA,02115-1129,82,0,0%,17,44670
1907,219400,New England Conservatory of Music,290 Huntington Street,Boston,MA,02115-5018,91,2,2.20%,20,99964
1910,891600,New England School of Law,154 Stuart Street,Boston,MA,02116-5687,87,9,10.34%,87,190835
1911,748400,Newbury College,129 Fisher Avenue,Brookline,MA,02445-5796,0,0,0%,148,115110
1921,219900,Northeastern University,360 Huntington Avenue,Boston,MA,02115-5000,1339,63,4.71%,396,919159
1930,220600,Regis College,235 Wellesley Street,Weston,MA,02493-1571,89,22,24.72%,137,335456
1931,1193000,Roxbury Community College,1234 Columbus Avenue,Boston,MA,02120-3400,0,0,0%,412,151490
1933,218800,Salem State University,352 Lafayette Street,Salem,MA,01970-5353,144,21,14.58%,170,254100
1937,220800,Simmons College,300 The Fenway,Boston,MA,02115-5898,144,16,11.11%,149,471885
1943,221100,Springfield College,263 Alden Street,Springfield,MA,01109-3797,207,22,10.63%,172,391178
1947,221700,Stonehill College,320 Washington Street,Easton,MA,02357-6110,64,0,0%,4,9414
1948,221800,Suffolk University,Beacon Hill,Boston,MA,02108-2770,449,48,10.69%,323,817681
1940,220900,Trustees of the Smith College,10 Elm Street,Northampton,MA,01063-2936,118,13,11.02%,139,335825
1952,221900,Tufts University,175 Packard Avenue,Medford,MA,02155-5808,332,21,6.33%,177,887103
1953,222100,University of Massachusetts - Amherst,374 Whitmore Building,Amherst,MA,01003-0000,1430,126,8.81%,1266,3042586
8104,222200,University of Massachusetts - Boston,100 Morrissey Boulevard,Boston,MA,02125-3393,337,42,12.46%,633,1606270
1942,221000,University of Massachusetts - Dartmouth,285 Old Westport Road,North Dartmouth,MA,02747-2300,214,26,12.15%,202,379193
1889,216100,University of Massachusetts - Lowell,One University Avenue,Lowell,MA,01854-2881,302,38,12.58%,678,1252939
8105,975600,University of Massachusetts Medical Center,55 Lake Avenue North,Worcester,MA,01655-0001,35,0,0%,4,50030
1955,222400,Wellesley College,106 Central Street,Wellesley,MA,02481-8203,112,7,6.25%,116,423513
1956,222500,Wentworth Institute of Technology,550 Huntington Avenue,Boston,MA,02115-5998,131,7,5.34%,206,465230
1958,222600,Western New England University,1215 Wilbraham Road,Springfield,MA,01119-2654,303,42,13.86%,384,884318
1959,218900,Westfield State University,333 Western Avenue,Westfield,MA,01086-1630,114,21,18.42%,247,301470
1960,222700,Wheaton College,26 East Main Street,Norton,MA,02766-2322,139,19,13.67%,264,536669
1961,222800,Wheelock College,200  The Riverway,Boston,MA,02215-4176,47,1,2.13%,142,259481
1964,222900,Williams College,880 Main Street,Williamstown,MA,01267-2600,106,1,0.94%,13,50397
1966,223300,Worcester Polytechnic Institute,100 Institute Road,Worcester,MA,01609-2280,365,23,6.30%,183,575725
1967,219000,Worcester State University,486 Chandler Street,Worcester,MA,01602-2597,89,8,8.99%,234,272080
1735,206100,Baltimore City Community College,2901 Liberty Heights Avenue,Baltimore,MD,21215-7893,0,0,0%,394,202333
1726,206200,Bowie State University,14000 Jericho Park Road,Bowie,MD,20715-9465,48,20,41.67%,534,887272
1728,143600,Capitol College,11301 Springfield Road,Laurel,MD,20708-9759,101,26,25.74%,118,392918
1732,465000,Chesapeake College,1000 College Circle,Wye Mills,MD,21679-0008,26,6,23.08%,79,64478
1737,206800,Coppin State University,2500 West North Avenue,Baltimore,MD,21216-3698,53,14,26.42%,984,1423539
1747,207200,Frostburg State University,101 Braddock Road,Frostburg,MD,21532-1099,155,19,12.26%,367,452493
1749,207300,Goucher College,1021 Dulaney Valley Road,Baltimore,MD,21204-2794,94,13,13.83%,165,515732
1753,207600,Hood College,401 Rosemont Avenue,Frederick,MD,21701-8575,92,9,9.78%,203,485997
1756,207700,Johns Hopkins University,242 Garland Hall,Baltimore,MD,21218-2693,546,5,0.92%,68,422719
1760,207800,Loyola University Maryland,4501 North Charles Street,Baltimore,MD,21210-2699,300,9,3.00%,88,103634
1761,208000,Maryland Institute College of Art,1300 West Mount Royal Avenue,Baltimore,MD,21217-4191,151,28,18.54%,345,589176
1792,210900,McDaniel College,2 College Hill,Westminster,MD,21157-4390,156,7,4.49%,77,135076
1762,691100,Montgomery College,900 Hungerford Drive,Rockville,MD,20850-1195,59,19,32.20%,492,877357
1763,208300,Morgan State University,1700 East Cold Spring Lane,Baltimore,MD,21251-0002,150,81,54.00%,945,1727110
1766,208600,Mount Saint Mary's University,16300 Old Emmitsburg Road,Emmitsburg,MD,21727-7799,147,23,15.65%,281,581733
1767,208700,Ner Israel Rabbinical College,400 Mount Wilson Lane,Baltimore,MD,21208-1198,10,2,20.00%,13,46915
1733,206500,Notre Dame of Maryland University,4701 North Charles Street,Baltimore,MD,21210-2476,103,27,26.21%,107,277132
1775,209500,Saint Mary's College of Maryland,18952 East Fisher Road,Saint Marys City,MD,20686-3001,36,10,27.78%,21,55658
1777,209100,Salisbury University,1101 Camden Avenue,Salisbury,MD,21801-6862,68,11,16.18%,161,389154
1773,209200,St. John's College,60 College Avenue,Annapolis,MD,21401-1655,65,2,3.08%,21,55869
1787,210700,Stevenson University,1525 Greenspring Valley Road,Stevenson,MD,21153-0641,11,0,0%,2,2456
1779,209900,Towson University,8000 York Road,Towson,MD,21252-0002,366,55,15.03%,559,2600739
1782,210200,University of Baltimore,1420 North Charles Street,Baltimore,MD,21201-5779,174,22,12.64%,401,944760
1785,210400,University of Maryland  Baltimore,520 West Lombard Street,Baltimore,MD,21201-1691,273,2,0.73%,73,315603
1784,210500,University of Maryland - Baltimore County,1000 Hilltop Circle,Baltimore,MD,21250-0002,135,12,8.89%,302,462294
1783,210300,University of Maryland  College Park,0102 Lee Building,College Park,MD,20742-5145,616,60,9.74%,1433,3194708
1786,210600,University of Maryland - Eastern Shore,Backbone Road,Princess Anne,MD,21853-4053,61,11,18.03%,201,279082
1781,1164400,University of Maryland University College,3501 University Boulevard East,Adelphi,MD,20783-8078,76,6,7.89%,269,605090
1734,206700,Washington Adventist University,7600 Flower Avenue,Takoma Park,MD,20912-7796,66,30,45.45%,343,661900
1791,210800,Washington College,300 Washington Avenue,Chestertown,MD,21620-1197,118,15,12.71%,32,96391
1681,203600,Bates College,2 Andrews Road,Lewiston,ME,04240-6028,121,1,0.83%,39,170903
1683,203800,Bowdoin College,6000 College Station,Brunswick,ME,04011-8451,96,4,4.17%,18,86180
1686,203900,Colby College,4000 Mayflower Hill,Waterville,ME,04901-8840,111,8,7.21%,90,362851
1687,1138500,College of the Atlantic,105 Eden Street,Bar Harbor,ME,04609-1105,64,0,0%,37,38516
1689,204300,Husson University,One College Circle,Bangor,ME,04401-2999,64,11,17.19%,90,156461
1695,1167300,Maine College of Art,522 Congress Street,Portland,ME,04101-3987,33,6,18.18%,97,140852
1691,204400,Maine Maritime Academy,Pleasant Street,Castine,ME,04420-0001,106,1,0.94%,64,167003
1698,205100,Saint Joseph's College,278 Whites Bridge Road,Standish,ME,04084-5236,113,18,15.93%,139,188296
1700,205200,Thomas College,180 West River Road,Waterville,ME,04901-5097,113,23,20.35%,207,277710
1701,685800,Unity College,90 Quaker Hill Road,Unity,ME,04988-9502,10,0,0%,4,7506
1707,205300,University of Maine,168 College Avenue,Orono,ME,04469-0001,674,81,12.02%,846,1925288
1702,676000,University of Maine - Augusta,46 University Drive,Augusta,ME,04330-9410,37,6,16.22%,175,294611
1703,204000,University of Maine - Farmington,224 Main Street,Farmington,ME,04938-1990,208,19,9.13%,237,400425
1704,204100,University of Maine - Fort Kent,23 University Drive,Fort Kent,ME,04743-1292,64,14,21.88%,96,164935
1706,205500,University of Maine - Machias,116 O'Brien Avenue,Machias,ME,04654-1397,47,11,23.40%,119,120635
1710,203300,University of Maine - Presque Isle,181 Main Street,Presque Isle,ME,04769-2888,95,18,18.95%,197,224122
1697,205000,University of New England,11 Hills Beach Road,Biddeford,ME,04005-9599,295,18,6.10%,525,1817936
1705,205400,University of Southern Maine,96 Falmouth Street,Portland,ME,04104-4864,493,62,12.58%,567,1357433
1969,223400,Adrian College,110 South Madison Street,Adrian,MI,49221-2575,139,30,21.58%,214,439733
1970,223500,Albion College,611 East Porter Street,Albion,MI,49224-1831,145,20,13.79%,132,349060
1972,223600,Alma College,614 West Superior Street,Alma,MI,48801-1599,110,17,15.45%,121,208586
1973,223700,Alpena Community College,665 Johnson Street,Alpena,MI,49707-1495,0,0,0%,75,26603
1975,223800,Andrews University,4150 Administration Drive,Berrien Springs,MI,49104-0750,91,14,15.38%,211,564737
1976,223900,Aquinas College,1607 Robinson Road Southeast,Grand Rapids,MI,49506-1799,0,0,0%,68,74883
1982,224100,Calvin College,3201 Burton Street Southeast,Grand Rapids,MI,49546-4388,476,41,8.61%,181,447865
1983,224200,Calvin Theological Seminary,3233 Burton Street Southeast,Grand Rapids,MI,49546-4387,34,2,5.88%,6,9868
1985,224300,Central Michigan University,106 Warriner Hall,Mt Pleasant,MI,48859-0001,442,34,7.69%,163,498404
1988,224700,Concordia University,4090 Geddes Road,Ann Arbor,MI,48105-2797,91,15,16.48%,138,452764
2010,226600,Cornerstone University,1001 East Beltline Northeast,Grand Rapids,MI,49525-5897,67,11,16.42%,153,260699
2005,225900,Eastern Michigan University,202 Welch Hall,Ypsilanti,MI,48197-2214,646,103,15.94%,1188,2152854
2066,982800,Everest Institute,21107 Lahser Road,Southfield,MI,48033-4400,80,9,11.25%,323,387016
2006,226000,Ferris State University,901 South State Street,Big Rapids,MI,49307-2251,792,105,13.26%,1410,3461827
2090,232200,Finlandia University,601 Quincy Street,Hancock,MI,49930-1882,77,14,18.18%,302,379132
4775,226500,Grace Bible College,1011 Aldon Street Southwest,Grand Rapids,MI,49509-1998,51,0,0%,0,0
2011,226700,Grand Rapids Community College,143 Bostwick Avenue Northeast,Grand Rapids,MI,49503-3295,3,3,100%,31,51672
2012,226800,Grand Valley State University,One Campus Drive,Allendale,MI,49401-9403,597,33,5.53%,392,728924
2017,227300,Hope College,141 East 12th Street,Holland,MI,49423-3607,202,18,8.91%,214,589742
2023,227500,Kalamazoo College,1200 Academy Street,Kalamazoo,MI,49006-3295,131,8,6.11%,39,180278
2029,229300,Lake Superior State University,650 West Easterday Avenue,Sault Ste Marie,MI,49783-1691,166,18,10.84%,220,310982
2032,227900,Lawrence Technological University,21000 West Ten Mile Road,Southfield,MI,48075-1058,84,27,32.14%,167,221265
2039,228400,Marygrove College,8425 West McNichols Road,Detroit,MI,48221-2599,82,26,31.71%,991,1306508
2045,229000,Michigan State University,556 East Circle Dr  Room 252,East Lansing,MI,48824-1113,1856,136,7.33%,2810,4640714
2046,229200,Michigan Technological University,1400 Townsend Drive,Houghton,MI,49931-1295,380,23,6.05%,178,621754
2052,229700,Muskegon Community College,221 South Quarterline Road,Muskegon,MI,49442-1432,0,0,0%,9,3754
2056,230100,Northern Michigan University,1401 Presque Isle Avenue,Marquette,MI,49855-5316,710,102,14.37%,1910,3253933
2060,230700,Oakland University,2200 North Squirrel Road,Rochester,MI,48309-4401,89,12,13.48%,53,131605
2061,230800,Olivet College,320 South Main Street,Olivet,MI,49076-9902,40,8,20.00%,276,676016
2043,228800,Rochester College,800 West Avon Road,Rochester Hills,MI,48307-2764,80,25,31.25%,223,316552
2069,231400,Saginaw Valley State University,7400 Bay Road,University Center,MI,48710-0001,1,0,0%,0,0
2077,231700,Southwestern Michigan College,58900 Cherry Grove Road,Dowagiac,MI,49047-9793,44,5,11.36%,168,434390
2078,231800,Spring Arbor University,106 East Main Street,Spring Arbor,MI,49283-9984,147,15,10.20%,141,347673
2092,232300,University of Detroit Mercy,4001 West McNichols Road,Detroit,MI,48221-3038,426,69,16.20%,1309,2743427
2093,232500,University of Michigan - Ann Arbor,503 Thompson Street,Ann Arbor,MI,48109-1340,2654,97,3.65%,1136,3534219
2100,232800,Washtenaw Community College,4800 East Huron River Drive,Ann Arbor,MI,48105-4800,0,0,0%,57,31245
2101,923000,Wayne County Community College District,801 West Fort Street,Detroit,MI,48226-3010,0,0,0%,122,65420
2102,232900,Wayne State University,42 West Warren Ave,Detroit,MI,48201-1306,853,75,8.79%,695,1571459
2105,233000,Western Michigan University,1903 West Michigan Avenue,Kalamazoo,MI,49008-3899,488,64,13.11%,542,1105032
2106,233100,Western Theological Seminary,101 East 13th Street,Holland,MI,49423-3622,5,0,0%,8,13534
2109,233200,Anoka-Ramsey Community College,11200 Mississippi Boulevard NW,Coon Rapids,MN,55433-3499,78,9,11.54%,54,81916
2113,233400,Augsburg College,2211 Riverside Avenue,Minneapolis,MN,55454-1351,160,18,11.25%,101,547551
2117,233600,Bemidji State University,1500 Birchmont Drive Northeast,Bemidji,MN,56601-2699,176,19,10.80%,190,563054
2118,233700,Bethany Lutheran College,700 Luther Drive,Mankato,MN,56001-6163,47,6,12.77%,8,31545
2119,905800,Bethel University,3900 Bethel Drive,Saint Paul,MN,55112-6999,236,5,2.12%,58,113404
2125,234000,Carleton College,One North College Street,Northfield,MN,55057-4001,133,4,3.01%,51,276345
2121,233900,Central Lakes College,501 West College Drive,Brainerd,MN,56401-3900,0,0,0%,10,14933
2127,234100,College of Saint Benedict,37 South College Avenue,St Joseph,MN,56374-2099,140,10,7.14%,52,281900
2129,234300,College of Saint Scholastica,1200 Kenwood Avenue,Duluth,MN,55811-4199,199,19,9.55%,175,346160
2132,234600,Concordia College - Moorhead,901 South 8th Street,Moorhead,MN,56562-0001,310,18,5.81%,407,1084688
2133,234700,Concordia University - Saint Paul,275 North Syndicate Street,Saint Paul,MN,55104-5494,51,15,29.41%,151,544421
2204,238300,Crown College,8700 College View Drive,St Bonifacius,MN,55375-9001,38,9,23.68%,103,235351
2153,235300,Gustavus Adolphus College,800 West College Avenue,Saint Peter,MN,56082-1498,132,5,3.79%,27,63141
2154,235400,Hamline University,1536 Hewitt Avenue,Saint Paul,MN,55104-1284,336,29,8.63%,223,714985
2157,235500,Hibbing Community College,1515 East 25th Street,Hibbing,MN,55746-3300,77,19,24.68%,74,175315
2160,974000,Inver Hills Community College,2500 80th Street East,Inver Grove Heights,MN,55076-3224,0,0,0%,9,10136
2161,235600,Itasca Community College,1851 East Highway 169,Grand Rapids,MN,55744-3397,89,21,23.60%,75,226411
6288,235700,Luther Seminary,2481 Como Avenue,St Paul,MN,55108-1496,34,1,2.94%,20,153851
2166,235800,Macalester College,1600 Grand Avenue,Saint Paul,MN,55105-1899,118,1,0.85%,109,468144
2139,236100,Martin Luther College,1995 Luther Court,New Ulm,MN,56073-3965,38,1,2.63%,7,10506
2170,400900,Mesabi Range Community and Technical College,1001 West Chestnut Street,Virginia,MN,55792-0000,0,0,0%,43,70889
2176,1037400,Metropolitan State University,700 East 7th Street,Saint Paul,MN,55106-5000,0,0,0%,42,35028
5482,464500,Minneapolis Business College,1711 West County Road B,Roseville,MN,55113-4036,67,8,11.94%,60,118102
2173,236500,Minneapolis College of Art & Design,2501 Stevens Avenue,Minneapolis,MN,55404-4343,56,9,16.07%,139,347263
2138,554100,Minnesota State Community and Technical College,150 Second Street Southwest,Perham,MN,56573-1405,24,4,16.67%,19,57251
2168,236000,Minnesota State University  Mankato,309 Wigley Administration Center,Mankato,MN,56001-6068,320,29,9.06%,242,562578
2179,236700,Minnesota State University Moorhead,1104 7th Avenue South,Moorhead,MN,56563-0001,116,8,6.90%,184,6604022
2152,526300,Minnesota West Community and Technical College,1593 11th Avenue,Granite Falls,MN,56241-1096,8,1,12.50%,11,31257
2180,795400,Normandale Community College,9700 France Avenue South,Bloomington,MN,55431-4399,7,0,0%,0,0
2181,236900,North Central University,910 Elliot Avenue,Minneapolis,MN,55404-1391,35,3,8.57%,118,213888
2182,237000,North Hennepin Community College,7411 85th Avenue North,Brooklyn Park,MN,55445-2299,61,12,19.67%,133,284933
2183,238500,Northland Community and Technical College,1101 Highway One East,Thief River Falls,MN,56701-2598,17,2,11.76%,7,13984
2184,237100,Northwestern College,3003 Snelling Avenue North,Saint Paul,MN,55113-1598,79,5,6.33%,105,280486
4780,1232800,Northwestern Health Sciences University,2501 West 84th Street,Bloomington,MN,55431-1599,223,16,7.17%,162,710317
2190,677500,Rainy River Community College,1501 Highway 71,International Falls,MN,56649-2187,0,0,0%,6,10606
2197,869400,Rasmussen College,226 Park Avenue South,Saint Cloud,MN,56301-3713,8,3,37.50%,117,244444
2220,525200,Ridgewater College,2101 15th Avenue Northwest,Willmar,MN,56201-2098,7,1,14.29%,12,11886
2115,233500,Riverland Community College,1900 Eighth Avenue Northwest,Austin,MN,55912-1473,43,5,11.63%,33,59863
